Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	HPMR.Ligand	HPMR.Receptor
TGFB3_ENG	TGFB3	"transforming growth factor, beta 3"	ENG	endoglin	TGFB3	ENG
TGFB3_TGFBR1	TGFB3	"transforming growth factor, beta 3"	TGFBR1	"transforming growth factor, beta receptor 1"	TGFB3	TGFBR1
TGFB3_TGFBR2	TGFB3	"transforming growth factor, beta 3"	TGFBR2	"transforming growth factor, beta receptor II (70/80kDa)"	TGFB3	TGFBR2
TGFB3_TGFBR3	TGFB3	"transforming growth factor, beta 3"	TGFBR3	"transforming growth factor, beta receptor III"	TGFB3	TGFBR3
TGM2_GPR56	TGM2	transglutaminase 2	GPR56	G protein-coupled receptor 56	TGM2	GPR56
TGM2_ITGA4	TGM2	transglutaminase 2	ITGA4	"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"	TGM2	ITGA4
TGM2_ITGA9	TGM2	transglutaminase 2	ITGA9	"integrin, alpha 9"	TGM2	ITGA9
TGM2_ITGB1	TGM2	transglutaminase 2	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	TGM2	ITGB1
TGM2_ITGB3	TGM2	transglutaminase 2	ITGB3	"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"	TGM2	ITGB3
TGM2_SDC4	TGM2	transglutaminase 2	SDC4	syndecan 4	TGM2	SDC4
TGM2_TBXA2R	TGM2	transglutaminase 2	TBXA2R	thromboxane A2 receptor	TGM2	TBXA2R
TG_ASGR1	TG	thyroglobulin	ASGR1	asialoglycoprotein receptor 1	TG	ASGR1
TG_LRP2	TG	thyroglobulin	LRP2	low density lipoprotein receptor-related protein 2	TG	LRP2
THBS1_CD36	THBS1	thrombospondin 1	CD36	CD36 molecule (thrombospondin receptor)	THBS1	CD36
THBS1_CD47	THBS1	thrombospondin 1	CD47	CD47 molecule	THBS1	CD47
THBS1_ITGA2B	THBS1	thrombospondin 1	ITGA2B	"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"	THBS1	ITGA2B
THBS1_ITGA3	THBS1	thrombospondin 1	ITGA3	"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"	THBS1	ITGA3
THBS1_ITGA4	THBS1	thrombospondin 1	ITGA4	"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"	THBS1	ITGA4
THBS1_ITGA6	THBS1	thrombospondin 1	ITGA6	"integrin, alpha 6"	THBS1	ITGA6
THBS1_ITGB1	THBS1	thrombospondin 1	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	THBS1	ITGB1
THBS1_ITGB3	THBS1	thrombospondin 1	ITGB3	"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"	THBS1	ITGB3
THBS1_LRP1	THBS1	thrombospondin 1	LRP1	low density lipoprotein receptor-related protein 1	THBS1	LRP1
THBS1_LRP5	THBS1	thrombospondin 1	LRP5	low density lipoprotein receptor-related protein 5	THBS1	LRP5
THBS1_SCARB1	THBS1	thrombospondin 1	SCARB1	"scavenger receptor class B, member 1"	THBS1	SCARB1
THBS1_SDC1	THBS1	thrombospondin 1	SDC1	syndecan 1	THBS1	SDC1
THBS1_SDC4	THBS1	thrombospondin 1	SDC4	syndecan 4	THBS1	SDC4
THBS1_TNFRSF11B	THBS1	thrombospondin 1	TNFRSF11B	"tumor necrosis factor receptor superfamily, member 11b"	THBS1	TNFRSF11B
THBS2_CD47	THBS2	thrombospondin 2	CD47	CD47 molecule	THBS2	CD47
THBS2_ITGA4	THBS2	thrombospondin 2	ITGA4	"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"	THBS2	ITGA4
THBS2_ITGA6	THBS2	thrombospondin 2	ITGA6	"integrin, alpha 6"	THBS2	ITGA6
THBS2_ITGB1	THBS2	thrombospondin 2	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	THBS2	ITGB1
THBS2_NOTCH3	THBS2	thrombospondin 2	NOTCH3	notch 3	THBS2	NOTCH3
THBS2_NOTCH4	THBS2	thrombospondin 2	NOTCH4	notch 4	THBS2	NOTCH4
THPO_MPL	THPO	thrombopoietin	MPL	myeloproliferative leukemia virus oncogene	THPO	MPL
THPO_SIRPB1	THPO	thrombopoietin	SIRPB1	signal-regulatory protein beta 1	THPO	
TIMP1_CD63	TIMP1	TIMP metallopeptidase inhibitor 1	CD63	CD63 molecule		CD63
TIMP2_ITGA3	TIMP2	TIMP metallopeptidase inhibitor 2	ITGA3	"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"		ITGA3
TIMP2_ITGB1	TIMP2	TIMP metallopeptidase inhibitor 2	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"		ITGB1
TIMP3_AGTR2	TIMP3	TIMP metallopeptidase inhibitor 3	AGTR2	"angiotensin II receptor, type 2"		AGTR2
TIMP3_KDR	TIMP3	TIMP metallopeptidase inhibitor 3	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)		KDR
TNC_CNTN1	TNC	tenascin C	CNTN1	contactin 1		CNTN1
TNC_EGFR	TNC	tenascin C	EGFR	epidermal growth factor receptor		EGFR
TNC_ITGA2	TNC	tenascin C	ITGA2	"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"		ITGA2
TNC_ITGA5	TNC	tenascin C	ITGA5	"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"		ITGA5
TNC_ITGA7	TNC	tenascin C	ITGA7	"integrin, alpha 7"		ITGA7
TNC_ITGA8	TNC	tenascin C	ITGA8	"integrin, alpha 8"		ITGA8
TNC_ITGA9	TNC	tenascin C	ITGA9	"integrin, alpha 9"		ITGA9
TNC_ITGAV	TNC	tenascin C	ITGAV	"integrin, alpha V"		ITGAV
TNC_ITGB1	TNC	tenascin C	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"		ITGB1
TNC_NT5E	TNC	tenascin C	NT5E	"5'-nucleotidase, ecto (CD73)"		
TNC_PTPRB	TNC	tenascin C	PTPRB	"protein tyrosine phosphatase, receptor type, B"		
TNC_PTPRZ1	TNC	tenascin C	PTPRZ1	"protein tyrosine phosphatase, receptor-type, Z polypeptide 1"		PTPRZ1
TNC_SDC1	TNC	tenascin C	SDC1	syndecan 1		SDC1
TNC_SDC4	TNC	tenascin C	SDC4	syndecan 4		SDC4
TNFSF10_TNFRSF10A	TNFSF10	"tumor necrosis factor (ligand) superfamily, member 10"	TNFRSF10A	"tumor necrosis factor receptor superfamily, member 10a"	TNFSF10	TNFRSF10A
TNFSF10_TNFRSF10B	TNFSF10	"tumor necrosis factor (ligand) superfamily, member 10"	TNFRSF10B	"tumor necrosis factor receptor superfamily, member 10b"	TNFSF10	TNFRSF10B
TNFSF10_TNFRSF10C	TNFSF10	"tumor necrosis factor (ligand) superfamily, member 10"	TNFRSF10C	"tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain"	TNFSF10	TNFRSF10C
TNFSF10_TNFRSF10D	TNFSF10	"tumor necrosis factor (ligand) superfamily, member 10"	TNFRSF10D	"tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain"	TNFSF10	TNFRSF10D
TNFSF10_TNFRSF11B	TNFSF10	"tumor necrosis factor (ligand) superfamily, member 10"	TNFRSF11B	"tumor necrosis factor receptor superfamily, member 11b"	TNFSF10	TNFRSF11B
TNFSF11_TNFRSF11A	TNFSF11	"tumor necrosis factor (ligand) superfamily, member 11"	TNFRSF11A	"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"	TNFSF11	TNFRSF11A
TNFSF11_TNFRSF11B	TNFSF11	"tumor necrosis factor (ligand) superfamily, member 11"	TNFRSF11B	"tumor necrosis factor receptor superfamily, member 11b"	TNFSF11	TNFRSF11B
TNFSF12_TNFRSF12A	TNFSF12	"tumor necrosis factor (ligand) superfamily, member 12"	TNFRSF12A	"tumor necrosis factor receptor superfamily, member 12A"	TNFSF12	TNFRSF12A
TNFSF12_TNFRSF25	TNFSF12	"tumor necrosis factor (ligand) superfamily, member 12"	TNFRSF25	"tumor necrosis factor receptor superfamily, member 25"	TNFSF12	TNFRSF25
TNFSF13B_TNFRSF13B	TNFSF13B	"tumor necrosis factor (ligand) superfamily, member 13b"	TNFRSF13B	"tumor necrosis factor receptor superfamily, member 13B"	TNFSF13B	TNFRSF13B
TNFSF13B_TNFRSF13C	TNFSF13B	"tumor necrosis factor (ligand) superfamily, member 13b"	TNFRSF13C	"tumor necrosis factor receptor superfamily, member 13C"	TNFSF13B	TNFRSF13C
TNFSF13B_TNFRSF17	TNFSF13B	"tumor necrosis factor (ligand) superfamily, member 13b"	TNFRSF17	"tumor necrosis factor receptor superfamily, member 17"	TNFSF13B	TNFRSF17
TNFSF13_FAS	TNFSF13	"tumor necrosis factor (ligand) superfamily, member 13"	FAS	Fas cell surface death receptor	TNFSF13	FAS
TNFSF13_SDC2	TNFSF13	"tumor necrosis factor (ligand) superfamily, member 13"	SDC2	syndecan 2	TNFSF13	SDC2
TNFSF13_TNFRSF11B	TNFSF13	"tumor necrosis factor (ligand) superfamily, member 13"	TNFRSF11B	"tumor necrosis factor receptor superfamily, member 11b"	TNFSF13	TNFRSF11B
TNFSF13_TNFRSF13B	TNFSF13	"tumor necrosis factor (ligand) superfamily, member 13"	TNFRSF13B	"tumor necrosis factor receptor superfamily, member 13B"	TNFSF13	TNFRSF13B
TNFSF13_TNFRSF14	TNFSF13	"tumor necrosis factor (ligand) superfamily, member 13"	TNFRSF14	"tumor necrosis factor receptor superfamily, member 14"	TNFSF13	TNFRSF14
TNFSF13_TNFRSF17	TNFSF13	"tumor necrosis factor (ligand) superfamily, member 13"	TNFRSF17	"tumor necrosis factor receptor superfamily, member 17"	TNFSF13	TNFRSF17
TNFSF13_TNFRSF1A	TNFSF13	"tumor necrosis factor (ligand) superfamily, member 13"	TNFRSF1A	"tumor necrosis factor receptor superfamily, member 1A"	TNFSF13	TNFRSF1A
TNFSF14_LTBR	TNFSF14	"tumor necrosis factor (ligand) superfamily, member 14"	LTBR	"lymphotoxin beta receptor (TNFR superfamily, member 3)"	TNFSF14	LTBR
TNFSF14_TNFRSF14	TNFSF14	"tumor necrosis factor (ligand) superfamily, member 14"	TNFRSF14	"tumor necrosis factor receptor superfamily, member 14"	TNFSF14	TNFRSF14
TNFSF14_TNFRSF6B	TNFSF14	"tumor necrosis factor (ligand) superfamily, member 14"	TNFRSF6B	"tumor necrosis factor receptor superfamily, member 6b, decoy"	TNFSF14	TNFRSF6B
TNFSF15_TNFRSF25	TNFSF15	"tumor necrosis factor (ligand) superfamily, member 15"	TNFRSF25	"tumor necrosis factor receptor superfamily, member 25"	TNFSF15	TNFRSF25
TNFSF15_TNFRSF6B	TNFSF15	"tumor necrosis factor (ligand) superfamily, member 15"	TNFRSF6B	"tumor necrosis factor receptor superfamily, member 6b, decoy"	TNFSF15	TNFRSF6B
TNFSF18_TNFRSF18	TNFSF18	"tumor necrosis factor (ligand) superfamily, member 18"	TNFRSF18	"tumor necrosis factor receptor superfamily, member 18"	TNFSF18	TNFRSF18
TNFSF4_TNFRSF4	TNFSF4	"tumor necrosis factor (ligand) superfamily, member 4"	TNFRSF4	"tumor necrosis factor receptor superfamily, member 4"	TNFSF4	TNFRSF4
TNFSF4_TRAF2	TNFSF4	"tumor necrosis factor (ligand) superfamily, member 4"	TRAF2	TNF receptor-associated factor 2	TNFSF4	TRAF2
TNFSF8_TNFRSF8	TNFSF8	"tumor necrosis factor (ligand) superfamily, member 8"	TNFRSF8	"tumor necrosis factor receptor superfamily, member 8"	TNFSF8	TNFRSF8
TNFSF9_TNFRSF9	TNFSF9	"tumor necrosis factor (ligand) superfamily, member 9"	TNFRSF9	"tumor necrosis factor receptor superfamily, member 9"	TNFSF9	TNFRSF9
TNFSF9_TRAF2	TNFSF9	"tumor necrosis factor (ligand) superfamily, member 9"	TRAF2	TNF receptor-associated factor 2	TNFSF9	TRAF2
TNF_LTBR	TNF	tumor necrosis factor	LTBR	"lymphotoxin beta receptor (TNFR superfamily, member 3)"	TNF	LTBR
TNF_SLC5A11	TNF	tumor necrosis factor	SLC5A11	"solute carrier family 5 (sodium/inositol cotransporter), member 11"	TNF	
TNF_TNFRSF1A	TNF	tumor necrosis factor	TNFRSF1A	"tumor necrosis factor receptor superfamily, member 1A"	TNF	TNFRSF1A
TNF_TNFRSF1B	TNF	tumor necrosis factor	TNFRSF1B	"tumor necrosis factor receptor superfamily, member 1B"	TNF	TNFRSF1B
TNF_TNFRSF21	TNF	tumor necrosis factor	TNFRSF21	"tumor necrosis factor receptor superfamily, member 21"	TNF	TNFRSF21
TNF_TRAF2	TNF	tumor necrosis factor	TRAF2	TNF receptor-associated factor 2	TNF	TRAF2
TPH1_HTR1A	TPH1	tryptophan hydroxylase 1	HTR1A	"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled"	TPH1	HTR1A
TPH1_HTR1B	TPH1	tryptophan hydroxylase 1	HTR1B	"5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled"	TPH1	HTR1B
TPH1_HTR1D	TPH1	tryptophan hydroxylase 1	HTR1D	"5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled"	TPH1	HTR1D
TPH1_HTR1E	TPH1	tryptophan hydroxylase 1	HTR1E	"5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled"	TPH1	HTR1E
TPH1_HTR1F	TPH1	tryptophan hydroxylase 1	HTR1F	"5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled"	TPH1	HTR1F
TPH1_HTR2A	TPH1	tryptophan hydroxylase 1	HTR2A	"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled"	TPH1	HTR2A
TPH1_HTR2B	TPH1	tryptophan hydroxylase 1	HTR2B	"5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled"	TPH1	HTR2B
TPH1_HTR2C	TPH1	tryptophan hydroxylase 1	HTR2C	"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled"	TPH1	HTR2C
TPH1_HTR4	TPH1	tryptophan hydroxylase 1	HTR4	"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled"	TPH1	HTR4
TPH1_HTR5A	TPH1	tryptophan hydroxylase 1	HTR5A	"5-hydroxytryptamine (serotonin) receptor 5A, G protein-coupled"	TPH1	HTR5A
TPH1_HTR6	TPH1	tryptophan hydroxylase 1	HTR6	"5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled"	TPH1	HTR6
TPH1_HTR7	TPH1	tryptophan hydroxylase 1	HTR7	"5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled"	TPH1	HTR7
TRH_TRHR	TRH	thyrotropin-releasing hormone	TRHR	thyrotropin-releasing hormone receptor	TRH	TRHR
TSHB_TSHR	TSHB	"thyroid stimulating hormone, beta"	TSHR	thyroid stimulating hormone receptor	TSHB	TSHR
TSLP_IL7R	TSLP	thymic stromal lymphopoietin	IL7R	interleukin 7 receptor		IL7R
UBA52_ACVR1	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	ACVR1	"activin A receptor, type I"		ACVR1
UBA52_AGTR1	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	AGTR1	"angiotensin II receptor, type 1"		AGTR1
UBA52_BMPR1B	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	BMPR1B	"bone morphogenetic protein receptor, type IB"		BMPR1B
UBA52_EGFR	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	EGFR	epidermal growth factor receptor		EGFR
UBA52_ERBB2	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2		ERBB2
UBA52_FSHR	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	FSHR	follicle stimulating hormone receptor		FSHR
UBA52_NOTCH1	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	NOTCH1	notch 1		NOTCH1
UBA52_TGFBR1	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	TGFBR1	"transforming growth factor, beta receptor 1"		TGFBR1
UBA52_TGFBR2	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	TGFBR2	"transforming growth factor, beta receptor II (70/80kDa)"		TGFBR2
UCN2_CRHR1	UCN2	urocortin 2	CRHR1	corticotropin releasing hormone receptor 1	UCN2	CRHR1
UCN2_CRHR2	UCN2	urocortin 2	CRHR2	corticotropin releasing hormone receptor 2	UCN2	CRHR2
UCN2_IL10RB	UCN2	urocortin 2	IL10RB	"interleukin 10 receptor, beta"	UCN2	IL10RB
UCN3_CRHR1	UCN3	urocortin 3	CRHR1	corticotropin releasing hormone receptor 1	UCN3	CRHR1
UCN3_CRHR2	UCN3	urocortin 3	CRHR2	corticotropin releasing hormone receptor 2	UCN3	CRHR2
UCN3_IL10RB	UCN3	urocortin 3	IL10RB	"interleukin 10 receptor, beta"	UCN3	IL10RB
UCN_CRHR1	UCN	urocortin	CRHR1	corticotropin releasing hormone receptor 1	UCN	CRHR1
UCN_CRHR2	UCN	urocortin	CRHR2	corticotropin releasing hormone receptor 2	UCN	CRHR2
ULBP2_KLRK1	ULBP2	UL16 binding protein 2	KLRK1	"killer cell lectin-like receptor subfamily K, member 1"	ULBP2	KLRK1
UTS2B_UTS2R	UTS2B	urotensin 2B	UTS2R	urotensin 2 receptor		UTS2R
UTS2_UTS2R	UTS2	urotensin 2	UTS2R	urotensin 2 receptor	UTS2	UTS2R
VASP_CXCR2	VASP	vasodilator-stimulated phosphoprotein	CXCR2	chemokine (C-X-C motif) receptor 2		
VCAM1_ITGA4	VCAM1	vascular cell adhesion molecule 1	ITGA4	"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"	VCAM1	ITGA4
VCAM1_ITGA9	VCAM1	vascular cell adhesion molecule 1	ITGA9	"integrin, alpha 9"	VCAM1	ITGA9
VCAM1_ITGAD	VCAM1	vascular cell adhesion molecule 1	ITGAD	"integrin, alpha D"	VCAM1	ITGAD
VCAM1_ITGB1	VCAM1	vascular cell adhesion molecule 1	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	VCAM1	ITGB1
VCAM1_ITGB2	VCAM1	vascular cell adhesion molecule 1	ITGB2	"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"	VCAM1	ITGB2
VCAM1_ITGB7	VCAM1	vascular cell adhesion molecule 1	ITGB7	"integrin, beta 7"	VCAM1	ITGB7
VCAN_CD44	VCAN	versican	CD44	CD44 molecule (Indian blood group)		CD44
VCAN_EGFR	VCAN	versican	EGFR	epidermal growth factor receptor		EGFR
VCAN_ITGA4	VCAN	versican	ITGA4	"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"		ITGA4
VCAN_ITGB1	VCAN	versican	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"		ITGB1
VCAN_SELL	VCAN	versican	SELL	selectin L		SELL
VCAN_SELP	VCAN	versican	SELP	"selectin P (granule membrane protein 140kDa, antigen CD62)"		SELP
VCAN_TLR1	VCAN	versican	TLR1	toll-like receptor 1		TLR1
VCAN_TLR2	VCAN	versican	TLR2	toll-like receptor 2		TLR2
VEGFA_EGFR	VEGFA	vascular endothelial growth factor A	EGFR	epidermal growth factor receptor	VEGF	EGFR
VEGFA_EPHB2	VEGFA	vascular endothelial growth factor A	EPHB2	EPH receptor B2	VEGF	EPHB2
VEGFA_FLT1	VEGFA	vascular endothelial growth factor A	FLT1	fms-related tyrosine kinase 1	VEGF	FLT1
VEGFA_GPC1	VEGFA	vascular endothelial growth factor A	GPC1	glypican 1	VEGF	GPC1
VEGFA_ITGA9	VEGFA	vascular endothelial growth factor A	ITGA9	"integrin, alpha 9"	VEGF	ITGA9
VEGFA_ITGAV	VEGFA	vascular endothelial growth factor A	ITGAV	"integrin, alpha V"	VEGF	ITGAV
VEGFA_ITGB1	VEGFA	vascular endothelial growth factor A	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	VEGF	ITGB1
VEGFA_KDR	VEGFA	vascular endothelial growth factor A	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	VEGF	KDR
VEGFA_NRP1	VEGFA	vascular endothelial growth factor A	NRP1	neuropilin 1	VEGF	NRP1
VEGFA_NRP2	VEGFA	vascular endothelial growth factor A	NRP2	neuropilin 2	VEGF	NRP2
VEGFA_RET	VEGFA	vascular endothelial growth factor A	RET	ret proto-oncogene	VEGF	RET
VEGFA_SIRPA	VEGFA	vascular endothelial growth factor A	SIRPA	signal-regulatory protein alpha	VEGF	
VEGFA_TYRO3	VEGFA	vascular endothelial growth factor A	TYRO3	TYRO3 protein tyrosine kinase	VEGF	TYRO3
VEGFB_FLT1	VEGFB	vascular endothelial growth factor B	FLT1	fms-related tyrosine kinase 1		FLT1
VEGFB_NRP1	VEGFB	vascular endothelial growth factor B	NRP1	neuropilin 1		NRP1
VEGFB_RET	VEGFB	vascular endothelial growth factor B	RET	ret proto-oncogene		RET
VEGFB_TYRO3	VEGFB	vascular endothelial growth factor B	TYRO3	TYRO3 protein tyrosine kinase		TYRO3
VEGFC_FLT1	VEGFC	vascular endothelial growth factor C	FLT1	fms-related tyrosine kinase 1	VEGFC	FLT1
VEGFC_FLT4	VEGFC	vascular endothelial growth factor C	FLT4	fms-related tyrosine kinase 4	VEGFC	FLT4
VEGFC_ITGA9	VEGFC	vascular endothelial growth factor C	ITGA9	"integrin, alpha 9"	VEGFC	ITGA9
VEGFC_ITGB1	VEGFC	vascular endothelial growth factor C	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	VEGFC	ITGB1
VEGFC_KDR	VEGFC	vascular endothelial growth factor C	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	VEGFC	KDR
VEGFC_LYVE1	VEGFC	vascular endothelial growth factor C	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	VEGFC	
VEGFC_NRP2	VEGFC	vascular endothelial growth factor C	NRP2	neuropilin 2	VEGFC	NRP2
VEGFC_VIPR2	VEGFC	vascular endothelial growth factor C	VIPR2	vasoactive intestinal peptide receptor 2	VEGFC	VIPR2
VIM_CD44	VIM	vimentin	CD44	CD44 molecule (Indian blood group)		
VIP_ADCYAP1R1	VIP	vasoactive intestinal peptide	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	VIP	ADCYAP1R1
VIP_NPR3	VIP	vasoactive intestinal peptide	NPR3	natriuretic peptide receptor 3	VIP	NPR3
VIP_SCTR	VIP	vasoactive intestinal peptide	SCTR	secretin receptor	VIP	SCTR
VIP_VIPR1	VIP	vasoactive intestinal peptide	VIPR1	vasoactive intestinal peptide receptor 1	VIP	VIPR1
VIP_VIPR2	VIP	vasoactive intestinal peptide	VIPR2	vasoactive intestinal peptide receptor 2	VIP	VIPR2
VTN_CD47	VTN	vitronectin	CD47	CD47 molecule	VTN	CD47
VTN_ITGA2B	VTN	vitronectin	ITGA2B	"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"	VTN	ITGA2B
VTN_ITGA3	VTN	vitronectin	ITGA3	"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"	VTN	ITGA3
VTN_ITGA5	VTN	vitronectin	ITGA5	"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"	VTN	ITGA5
VTN_ITGA8	VTN	vitronectin	ITGA8	"integrin, alpha 8"	VTN	ITGA8
VTN_ITGAV	VTN	vitronectin	ITGAV	"integrin, alpha V"	VTN	ITGAV
VTN_ITGB1	VTN	vitronectin	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	VTN	ITGB1
VTN_ITGB3	VTN	vitronectin	ITGB3	"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"	VTN	ITGB3
VTN_ITGB5	VTN	vitronectin	ITGB5	"integrin, beta 5"	VTN	ITGB5
VTN_ITGB6	VTN	vitronectin	ITGB6	"integrin, beta 6"	VTN	ITGB6
VTN_ITGB8	VTN	vitronectin	ITGB8	"integrin, beta 8"	VTN	ITGB8
VTN_KDR	VTN	vitronectin	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	VTN	KDR
VTN_PLAUR	VTN	vitronectin	PLAUR	"plasminogen activator, urokinase receptor"	VTN	PLAUR
VTN_PVR	VTN	vitronectin	PVR	poliovirus receptor	VTN	PVR
VTN_TNFRSF11B	VTN	vitronectin	TNFRSF11B	"tumor necrosis factor receptor superfamily, member 11b"	VTN	TNFRSF11B
VWF_GP1BA	VWF	von Willebrand factor	GP1BA	"glycoprotein Ib (platelet), alpha polypeptide"	VWF	
VWF_ITGA2B	VWF	von Willebrand factor	ITGA2B	"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"	VWF	ITGA2B
VWF_SELP	VWF	von Willebrand factor	SELP	"selectin P (granule membrane protein 140kDa, antigen CD62)"	VWF	SELP
VWF_SIRPA	VWF	von Willebrand factor	SIRPA	signal-regulatory protein alpha	VWF	
VWF_TNFRSF11B	VWF	von Willebrand factor	TNFRSF11B	"tumor necrosis factor receptor superfamily, member 11b"	VWF	TNFRSF11B
WNT11_FZD7	WNT11	"wingless-type MMTV integration site family, member 11"	FZD7	frizzled class receptor 7	WNT11	FZD7
WNT16_FZD6	WNT16	"wingless-type MMTV integration site family, member 16"	FZD6	frizzled class receptor 6		FZD6
WNT1_FZD1	WNT1	"wingless-type MMTV integration site family, member 1"	FZD1	frizzled class receptor 1	WNT1	FZD1
WNT1_FZD3	WNT1	"wingless-type MMTV integration site family, member 1"	FZD3	frizzled class receptor 3	WNT1	FZD3
WNT1_FZD5	WNT1	"wingless-type MMTV integration site family, member 1"	FZD5	frizzled class receptor 5	WNT1	FZD5
WNT1_FZD7	WNT1	"wingless-type MMTV integration site family, member 1"	FZD7	frizzled class receptor 7	WNT1	FZD7
WNT1_FZD8	WNT1	"wingless-type MMTV integration site family, member 1"	FZD8	frizzled class receptor 8	WNT1	FZD8
WNT1_FZD9	WNT1	"wingless-type MMTV integration site family, member 1"	FZD9	frizzled class receptor 9	WNT1	FZD9
WNT1_LRP5	WNT1	"wingless-type MMTV integration site family, member 1"	LRP5	low density lipoprotein receptor-related protein 5	WNT1	LRP5
WNT1_LRP6	WNT1	"wingless-type MMTV integration site family, member 1"	LRP6	low density lipoprotein receptor-related protein 6	WNT1	LRP6
WNT1_RYK	WNT1	"wingless-type MMTV integration site family, member 1"	RYK	receptor-like tyrosine kinase	WNT1	RYK
